Location,Application,Date,Treatment,Zone,Sample,Pollinator_category,Duration_of_visit,Flower_type,Pollination_event ,Flower_ratio_m_to_f,Total_flowers
Wooster,Pre,2024-07-25,Conventional,3,2,Bumble,7.1,Male,0,3:1,39
Wooster,Pre,2024-07-25,Conventional,3,2,Honey,19.26,Male,0,3:1,39
Wooster,Pre,2024-07-25,Conventional,3,2,Honey,22.75,Both,1,3:1,39
Wooster,Pre,2024-07-25,Conventional,3,2,Honey,8.6,Both,1,3:1,39
Wooster,Pre,2024-07-25,Conventional,2,2,Honey,19.46,Both,1,3:1,43
Wooster,Pre,2024-07-25,Conventional,2,2,Honey,32.13,Both,1,3:1,43
Wooster,Pre,2024-07-25,Conventional,2,2,Longhorn,4.29,Male,0,3:1,43
Wooster,Pre,2024-07-25,Conventional,2,2,Honey,14.52,Male,0,3:1,43
Wooster,Pre,2024-07-25,Conventional,2,2,Honey,22.98,Both,1,3:1,43
Wooster,Pre,2024-07-25,Conventional,2,2,Squash,7.35,Female,0,3:1,43
Wooster,Pre,2024-07-25,Conventional,1,2,Honey,2.12,Male,0,14:5,19
Wooster,Pre,2024-07-25,Conventional,1,2,Honey,0.81,Male,0,14:5,19
Wooster,Pre,2024-07-25,Conventional,1,2,Honey,7.93,Both,1,14:5,19
Wooster,Pre,2024-07-25,Conventional,1,2,Honey,2.34,Both,1,14:5,19
Wooster,Pre,2024-07-25,Conventional,2,3,Squash,5.06,Male,0,11:4,30
Wooster,Pre,2024-07-25,Conventional,2,3,Striped Sweat,18.25,Male,0,11:4,30
Wooster,Pre,2024-07-25,Conventional,2,3,Bumble,2.32,Both,1,11:4,30
Wooster,Pre,2024-07-25,Conventional,2,3,Squash,4.26,Male,0,11:4,30
Wooster,Pre,2024-07-25,Conventional,2,3,Bumble,2.12,Male,0,11:4,30
Wooster,Pre,2024-07-25,Conventional,3,3,Honey,5.89,Male,0,11:5,16
Wooster,Pre,2024-07-25,Conventional,3,3,Honey,0.92,Male,0,11:5,16
Wooster,Pre,2024-07-25,Conventional,3,3,Honey,3.92,Both,1,11:5,16
Wooster,Pre,2024-07-25,Conventional,3,3,Honey,4.06,Female,0,11:5,16
Wooster,Pre,2024-07-25,Conventional,4,3,Honey,2.89,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Honey,14.12,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Squash,2.31,Both,1,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Squash,3.23,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Squash,1.61,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Squash,2.42,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Honey,16.38,Female,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,4,3,Honey,1.88,Male,0,3:1,18
Wooster,Pre,2024-07-25,Conventional,1,3,Squash,3.92,Male,0,NA,17
Wooster,Pre,2024-07-25,Conventional,1,3,Squash,2.22,Both,1,NA,17
Wooster,Pre,2024-07-25,Conventional,1,3,Squash,1.57,Male,0,NA,17
Wooster,Pre,2024-07-25,Conventional,1,3,Squash,2.69,Male,0,NA,17
Wooster,Pre,2024-07-25,Conventional,1,3,Squash,0.83,Male,0,NA,17
Wooster,Pre,2024-07-25,Conventional,1,3,Longhorn,6.88,Both,1,NA,17
Wooster,Pre,2024-07-25,Conventional,2,4,Squash,31.72,Both,1,11:5,16
Wooster,Pre,2024-07-25,Conventional,2,4,Squash,21.61,Both,1,11:5,16
Wooster,Pre,2024-07-25,Conventional,2,4,Honey,5.9,Male,0,11:5,16
Wooster,Pre,2024-07-25,Conventional,2,4,Squash,18.88,Male,0,11:5,16
Wooster,Pre,2024-07-25,Conventional,3,4,Squash,11.56,Male,0,3:1,17
Wooster,Pre,2024-07-25,Conventional,3,4,Squash,9.93,Male,0,3:1,17
Wooster,Pre,2024-07-25,Conventional,3,4,Honey,21.87,Both,1,3:1,17
Wooster,Pre,2024-07-25,Conventional,3,4,Honey,24.23,Male,0,3:1,17
Wooster,Pre,2024-07-25,Conventional,3,4,Squash,3.12,Male,0,3:1,17
Wooster,Pre,2024-07-25,Conventional,3,4,Squash,12.14,Male,0,3:1,17
Wooster,Pre,2024-07-25,Conventional,4,4,Squash,18.65,Both,1,11:3,28
Wooster,Pre,2024-07-25,Conventional,4,4,Squash,14.84,Male,0,11:3,28
Wooster,Pre,2024-07-25,Conventional,4,4,Honey,4.07,Male,0,11:3,28
Wooster,Pre,2024-07-25,Conventional,4,4,Bumble,12.56,Male,0,11:3,28
Wooster,Pre,2024-07-25,Conventional,4,4,Honey,23.42,Both,1,11:3,28
Wooster,Pre,2024-07-25,Conventional,4,4,Bumble,6.89,Male,0,11:3,28
Wooster,Pre,2024-07-25,IPPM,1,1,Honey,10.26,Male,0,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Honey,7.59,Male,0,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Honey,8.36,Both,1,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Honey,38.01,Both,1,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Longhorn,131.09,Female,0,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Honey,19.12,Male,0,3:1,21
Wooster,Pre,2024-07-25,IPPM,1,1,Squash,28.98,Both,1,3:1,21
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,3.25,Male,0,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,30.35,Both,1,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,45.45,Both,1,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,40.03,Male,0,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Bumble,6.96,Female,0,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Squash,21.72,Both,1,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,21.27,Both,1,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,23.94,Both,1,5:2,39
Wooster,Pre,2024-07-25,IPPM,2,1,Honey,19.05,Male,0,5:2,39
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,13.45,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,9.12,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,3.08,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,28.59,Female,0,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Squash,25.59,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Bumble,17.62,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,14.53,Male,0,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,14.22,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,50.24,Both,1,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,18.26,Male,0,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Longhorn,8.31,Female,0,4:1,43
Wooster,Pre,2024-07-25,IPPM,4,1,Honey,9.59,Male,0,4:1,43
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,7.82,Male,0,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,6.23,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,15.37,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Squash,17.57,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Squash,8.07,Female,0,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,6.95,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,38.77,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Honey,24.14,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,1,Squash,20.03,Both,1,3:1,35
Wooster,Pre,2024-07-25,IPPM,3,2,Honey,33,Male,0,7:2,18
Wooster,Pre,2024-07-25,IPPM,3,2,Honey,4,Male,0,7:2,18
Wooster,Pre,2024-07-25,IPPM,3,2,Honey,33,Both,1,7:2,18
Wooster,Pre,2024-07-25,IPPM,3,2,Honey,40,Male,0,7:2,18
Wooster,Pre,2024-07-25,IPPM,3,2,Squash,36,Male,0,7:2,18
Wooster,Pre,2024-07-25,IPPM,3,2,Honey,5,Both,0,7:2,18
Wooster,Pre,2024-07-25,IPPM,4,2,Honey,12,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,2,Honey,34,Both,1,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,2,Honey,5,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,2,Honey,13,Both,1,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,2,Honey,3,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,2,Bumble,19,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,14,Both,1,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,30,Both,1,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,35,Both,1,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Sweat,25,Female,0,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,29,Male,0,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,3,Both,1,13:4,17
Wooster,Pre,2024-07-25,IPPM,4,3,Honey,70,Both,1,13:4,17
Wooster,Pre,2024-07-25,IPPM,3,3,Squash,30,Both,1,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Squash,28,Both,1,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Honey,50,Both,0,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Honey,46,Male,0,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Bumble,18,Both,1,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Honey,10,Male,0,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Honey,47,Both,1,17:3,20
Wooster,Pre,2024-07-25,IPPM,3,3,Honey,9,Both,1,17:3,20
Wooster,Pre,2024-07-25,IPPM,2,2,Honey,4,Male,0,5:1,18
Wooster,Pre,2024-07-25,IPPM,2,2,Honey,14,Male,0,5:1,18
Wooster,Pre,2024-07-25,IPPM,2,2,Honey,4,Male,0,5:1,18
Wooster,Pre,2024-07-25,IPPM,2,2,Bumble,2,None,0,5:1,18
Wooster,Pre,2024-07-25,IPPM,2,2,Honey,69,Both,1,5:1,18
Wooster,Pre,2024-07-25,IPPM,2,2,Honey,10,Male,0,5:1,18
Wooster,Pre,2024-07-25,IPPM,1,2,Sweat,9,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,15,Both,1,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Sweat,25,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,5,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,5,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,37,Both,1,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,80,Both,1,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Bumble,22,Both,1,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,20,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,1,2,Honey,20,Male,0,11:5,16
Wooster,Pre,2024-07-25,IPPM,2,3,Squash,30.99,Both,1,5:2,21
Wooster,Pre,2024-07-25,IPPM,2,3,Honey,1.98,Male,0,5:2,21
Wooster,Pre,2024-07-25,IPPM,2,3,Squash,46.21,Both,1,5:2,21
Wooster,Pre,2024-07-25,IPPM,2,3,Squash,28.42,Male,0,5:2,21
Wooster,Pre,2024-07-25,IPPM,2,3,Squash,16.07,Both,1,5:2,21
Wooster,Pre,2024-07-25,IPPM,1,3,Bumble,13.86,Both,1,3:1,16
Wooster,Pre,2024-07-25,IPPM,1,3,Honey,8.54,Both,1,3:1,16
Wooster,Pre,2024-07-25,IPPM,1,3,Squash,5.31,Male,0,3:1,16
Wooster,Pre,2024-07-25,IPPM,1,3,Honey,40.79,Both,1,3:1,16
Wooster,Pre,2024-07-25,IPPM,1,3,Striped Sweat,4.23,Male,0,3:1,16
Wooster,Pre,2024-07-25,IPPM,1,3,Honey,11.93,Male,0,3:1,16
Wooster,Pre,2024-07-25,IPPM,4,4,Bumble,31.49,Both,1,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Honey,10.8,Male,0,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Squash,20.91,Both,1,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Squash,15.33,Male,0,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Squash,7.68,Male,0,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Squash,17.81,Both,1,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Honey,39.39,Both,1,11:4,30
Wooster,Pre,2024-07-25,IPPM,4,4,Longhorn,2.59,Male,0,11:4,30
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,33.02,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,16.98,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,1.66,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,4.55,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,8.31,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Bumble,2.7,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Squash,24.7,Both,1,5:1,17
Wooster,Pre,2024-07-25,IPPM,3,4,Longhorn,3.15,Male,0,5:1,17
Wooster,Pre,2024-07-25,IPPM,2,4,Honey,17.95,Male,0,9:2,22
Wooster,Pre,2024-07-25,IPPM,2,4,Squash,18.49,Male,0,9:2,22
Wooster,Pre,2024-07-25,IPPM,2,4,Squash,14.86,Male,0,9:2,22
Wooster,Pre,2024-07-25,IPPM,2,4,Squash,5.06,Male,0,9:2,22
Wooster,Pre,2024-07-25,IPPM,2,4,Squash,24.81,Both,1,9:2,22
Wooster,Pre,2024-07-25,IPPM,2,4,Squash,18.17,Male,0,9:2,22
Wooster,Pre,2024-07-25,IPPM,1,4,Squash,12.98,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Squash,26.65,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Bumble,8.2,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Honey,11.14,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Squash,29.73,Both,1,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Squash,11.99,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Honey,12.66,Male,0,13:2,15
Wooster,Pre,2024-07-25,IPPM,1,4,Honey,1.84,Male,0,13:2,15
Wooster,Post,2024-07-12,Conventional,4,2,Honey,10,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Squash,35,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Squash,20,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Honey,10,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Honey,40,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Honey,25,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,2,Squash,20,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Squash,16,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Honey,65,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Honey,10,Female,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Honey,30,Both,1,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Honey,2,Female,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,4,1,Sweat,16,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,1,2,Honey,31,Both,1,5:3,NA
Wooster,Post,2024-07-12,Conventional,1,2,Honey,5,Female,0,5:3,NA
Wooster,Post,2024-07-12,Conventional,1,2,Honey,1,Male,0,5:3,NA
Wooster,Post,2024-07-12,Conventional,1,2,Bumble,15,Both,1,5:3,NA
Wooster,Post,2024-07-12,Conventional,1,2,Honey,12,Male,0,5:3,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,24,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Bumble,9,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,28,Both,1,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,20,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,14,Both,1,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Bumble,3,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,4,Female,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,2,None,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,4,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,3,3,Honey,6,Both,1,6:1,NA
Wooster,Post,2024-07-12,Conventional,1,1,Sweat,36,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,1,1,Honey,3,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,1,1,Sweat,3,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,1,1,Sweat,58,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,1,3,Longhorn,4,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,1,3,Honey,15,Male,0,15:2,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,5,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,2,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,15,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,7,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,2,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,7,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Honey,12,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Honey,15,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Longhorn,11,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Honey,9,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,3,Honey,1,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,30,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,3,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,6,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,6,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,4,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,2,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,4,4,Honey,3,Male,0,3:1,NA
Wooster,Post,2024-07-12,Conventional,3,1,Honey,27,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,1,Honey,8,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,15,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,12,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,19,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,13,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,17,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,3,2,Honey,5,Male,0,21:0,NA
Wooster,Post,2024-07-12,Conventional,2,2,Honey,4,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,2,2,Honey,8,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,2,2,Honey,2,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,2,2,Bumble,5,Male,0,6:1,NA
Wooster,Post,2024-07-12,Conventional,2,3,Honey,42,Male,1,6:1,NA
Wooster,Post,2024-07-12,Conventional,2,1,Bumble,3,None,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,2,1,Honey,25,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,2,1,Bumble,1,Male,0,4:1,NA
Wooster,Post,2024-07-12,Conventional,2,1,Honey,5,Female,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Green Metallic Sweat,2,Female,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Sweat,5,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Honey,26,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Honey,8,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Honey,8,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Sweat,2,Female,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Honey,5,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,1,1,Sweat,6,Male,0,8:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Honey,2,None,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Honey,67,Both,1,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Honey,40,Both,1,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Honey,16,Both,1,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Green Metallic Sweat,25,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Sweat,15,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Green Metallic Sweat,10,Female,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Honey,25,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,1,Green Metallic Sweat,19,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,4,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,5,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,16,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,65,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,57,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,10,Both,1,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,3,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,67,Both,1,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,23,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,3,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,3,1,Honey,2,Male,0,11:1,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,68,Both,1,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,58,Both,1,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,5,Male,0,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,2,Male,0,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,10,Both,1,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Honey,8,Male,0,7:3,NA
Wooster,Post,2024-07-12,IPPM,4,1,Sweat,10,Female,0,7:3,NA
Wooster,Post,2024-07-12,IPPM,1,2,Honey,10,Both,1,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,2,Honey,30,Both,1,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,2,Honey,11,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,2,Honey,31,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,3,Honey,27,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,3,Honey,10,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,3,Honey,4,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,3,Honey,19,Male,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,1,3,Honey,26,Female,0,15:3,NA
Wooster,Post,2024-07-12,IPPM,2,2,Honey,6,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,2,Green Metallic Sweat,3,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,2,Honey,5,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,2,Honey,8,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,2,Honey,8,Female,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,2,Honey,10,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,8,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,5,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,7,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,14,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,6,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,1,Male,0,4:1,NA
Wooster,Post,2024-07-12,IPPM,2,3,Honey,4,Male,0,4:1,NA
