Location,Application,Date,Treatment,Zone,Sample,Pollinator_category,Duration_of_visit,Flower_type,Pollination_event ,Flower_ratio_m_to_f,Total_flowers
Western,Pre,2024-07-30,Conventional,4,4,Honey,3.22,Male,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,12.47,Female,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,14.76,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Honey,14.56,Male,0,3:1,30
Western,Pre,2024-07-30,Conventional,4,4,Squash,15.53,Both,1,3:1,30
Western,Pre,2024-07-30,Conventional,3,4,Honey,7.32,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,23.08,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,36.02,Male,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,14.63,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,18.22,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,25.97,Male,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Longhorn,5.06,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,8.24,Female,0,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Honey,14.21,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,3,4,Squash,17.84,Both,1,3:2,32
Western,Pre,2024-07-30,Conventional,2,4,Honey,46.06,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,13.79,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,30.25,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,11.58,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,28.75,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,15.5,Male,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Squash,12.88,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,11.1,Female,0,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,15.88,NA,1,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,12.79,NA,NA,11:3,28
Western,Pre,2024-07-30,Conventional,2,4,Honey,4.3,NA,NA,11:3,28
Western,Pre,2024-07-30,Conventional,1,4,Honey,19.94,NA,1,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Honey,11.5,Male,0,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Honey,33.56,Male,0,5:1,24
Western,Pre,2024-07-30,Conventional,1,4,Squash,8.06,Female,0,5:1,24
Western,Pre,2024-07-30,IPPM,1,1,Longhorn,20.7,Both,1,3:1,18
Western,Pre,2024-07-30,IPPM,1,1,Longhorn,7.32,Male,0,3:1,18
Western,Pre,2024-07-30,IPPM,1,1,Honey,21.36,Both,1,3:1,18
Western,Pre,2024-07-30,IPPM,2,2,Longhorn,52.97,Both,1,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Honey,16.65,Female,0,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Honey,37.99,Both,1,5:2,36
Western,Pre,2024-07-30,IPPM,2,2,Longhorn,6.49,Male,0,5:2,36
Western,Pre,2024-07-30,IPPM,3,1,Honey,13,Male,0,3:2,35
Western,Pre,2024-07-30,IPPM,3,1,Honey,18.6,Male,0,3:2,35
Western,Pre,2024-07-30,IPPM,3,1,Honey,36.89,Both,1,3:2,35
Western,Pre,2024-07-30,IPPM,4,4,Honey,23.29,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,60.76,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Honey,24.27,Both,1,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Honey,17.36,Female,0,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,13.22,Male,0,NA,23
Western,Pre,2024-07-30,IPPM,4,4,Longhorn,12.26,NA,NA,NA,23
Western,Pre,2024-07-30,IPPM,4,1,Honey,50.83,Both,1,5:2,48
Western,Pre,2024-07-30,IPPM,4,1,Longhorn,15.61,Male,0,5:2,48
Western,Pre,2024-07-30,IPPM,3,2,Honey,NA,Female,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,9.86,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,36.48,Both,1,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Green Metallic Sweat,13.41,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Longhorn,16.33,Both,1,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,17.61,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Honey,9.41,Male,0,3:2,38
Western,Pre,2024-07-30,IPPM,3,2,Squash,7.73,Female,0,3:2,38
Western,Pre,2024-07-30,IPPM,2,2,Honey,26.32,Both,1,3:1,32
Western,Pre,2024-07-30,IPPM,2,2,Honey,28.59,Both,1,3:1,32
Western,Pre,2024-07-30,IPPM,1,2,Striped Sweat,30.67,Male,0,NA,15
Western,Pre,2024-07-30,IPPM,1,3,Sweat,2,Male,0,8:0,8
Western,Pre,2024-07-30,IPPM,1,3,Striped Sweat,3,Male,0,8:0,8
Western,Pre,2024-07-30,IPPM,2,3,Green Metallic Sweat,86,Both,1,7:2,9
Western,Pre,2024-07-30,IPPM,3,3,Striped Sweat,19,Female,0,11:6,17
Western,Pre,2024-07-30,IPPM,3,3,Honey,18,Both,1,11:6,17
Western,Pre,2024-07-30,IPPM,3,3,Green Metallic Sweat,33,Male,0,11:6,17
Western,Pre,2024-07-30,IPPM,4,2,Honey,3,Male,0,13:2,15
Western,Pre,2024-07-30,IPPM,4,3,Honey,8,Female,0,8:1,18
Western,Pre,2024-07-30,IPPM,4,3,Honey,2,Male,0,8:1,18
Western,Pre,2024-07-30,IPPM,4,3,Sweat,3,Male,0,8:1,18
Western,Pre,2024-07-30,IPPM,3,4,Striped Sweat,35,Female,0,3:1,16
Western,Pre,2024-07-30,IPPM,3,4,Sweat,81,Both,1,3:1,16
Western,Pre,2024-07-30,IPPM,2,4,Longhorn,4,Both,0,13:2,15
Western,Pre,2024-07-30,IPPM,2,4,Sweat,17,Male,0,13:2,15
Western,Pre,2024-07-30,IPPM,2,4,Sweat,12,Male,0,13:2,15
Western,Pre,2024-07-30,IPPM,1,4,Sweat,79,Male,0,7:2,9
Western,Pre,2024-07-30,IPPM,1,4,Sweat,10,Male,0,7:2,9
Western,Pre,2024-07-30,IPPM,1,4,Sweat,20,Female,0,7:2,9
Western,Pre,2024-07-30,IPPM,1,4,Sweat,2,Male,0,7:2,9
Western,Pre,2024-08-05,IPPM,1,1,Striped Sweat,70,Male,0,4:1,10
Western,Pre,2024-08-05,IPPM,1,2,Bumble,17,Both,1,5:2,7
Western,Pre,2024-08-05,IPPM,1,2,Sweat,1,Male,0,5:2,7
Western,Pre,2024-08-05,IPPM,2,1,Sweat,17,Male,0,7:1,8
Western,Pre,2024-08-05,IPPM,2,1,Squash,3,Male,0,7:1,8
Western,Pre,2024-08-05,IPPM,3,1,Striped Sweat,10,Male,0,6:1,21
Western,Pre,2024-08-05,IPPM,3,1,Longhorn,11,Male,0,6:1,21
Western,Pre,2024-08-05,IPPM,3,1,Longhorn,14,Male,0,6:1,21
Western,Pre,2024-08-05,IPPM,4,1,Longhorn,24,Both,1,6:5,11
Western,Pre,2024-08-05,IPPM,4,1,Sweat,10,Female,0,6:5,11
Western,Pre,2024-08-05,IPPM,4,2,Longhorn,4,Male,0,3:1,16
Western,Pre,2024-08-05,IPPM,3,2,Green Metallic Sweat,53,Male,0,4:1,15
Western,Pre,2024-08-05,IPPM,3,2,Squash,5,Female,0,4:1,15
Western,Pre,2024-08-05,IPPM,3,2,Striped Sweat,19,Both,1,4:1,15
Western,Pre,2024-08-05,IPPM,2,2,Squash,5,Male,0,3:1,12
Western,Pre,2024-08-05,IPPM,2,2,Squash,3,Male,0,3:1,12
Western,Pre,2024-08-05,IPPM,2,2,Sweat,3,Male,0,3:1,12
Western,Pre,2024-08-05,IPPM,2,3,Honey,29.62,Both,1,12:5,17
Western,Pre,2024-08-05,IPPM,3,3,Honey,24.6,Both,1,15:9,24
Western,Pre,2024-08-05,IPPM,3,3,Longhorn,11.83,Male,0,15:9,24
Western,Pre,2024-08-05,IPPM,4,3,Bumble,5.46,Male,0,18:5,23
Western,Pre,2024-08-05,IPPM,2,4,Bumble,18.63,Both,1,10:3,13
Western,Pre,2024-08-05,IPPM,2,4,Bumble,14.95,Both,1,10:3,13
Western,Pre,2024-08-05,Conventional,2,2,Honey,55.97,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,36.21,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,15.92,Female,0,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,21.3,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,15.6,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Squash,22.68,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,5.9,Female,0,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,32.6,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,15.7,Male,0,9:4,26
Western,Pre,2024-08-05,Conventional,2,2,Honey,48.6,Both,1,9:4,26
Western,Pre,2024-08-05,Conventional,1,2,Honey,8.9,Male,0,4:1,8
Western,Pre,2024-08-05,Conventional,1,2,Honey,15.73,Male,0,4:1,8
Western,Pre,2024-08-05,Conventional,1,2,Bumble,5.61,Male,0,4:1,8
Western,Pre,2024-08-05,Conventional,1,2,Squash,3.66,Male,0,4:1,8
Western,Pre,2024-08-05,Conventional,1,2,Honey,6.88,Female,0,4:1,8
Western,Pre,2024-08-05,Conventional,1,3,Sweat,43,Male,0,6:1,7
Western,Pre,2024-08-05,Conventional,1,3,Sweat,27,Female,0,6:1,7
Western,Pre,2024-08-05,Conventional,1,3,Honey,5,Male,0,6:1,7
Western,Pre,2024-08-05,Conventional,2,3,Honey,3,Male,0,10:3,13
Western,Pre,2024-08-05,Conventional,2,3,Honey,22,Both,1,10:3,13
Western,Pre,2024-08-05,Conventional,2,3,Sweat,32,Both,0,10:3,13
Western,Pre,2024-08-05,Conventional,2,3,Honey,5,Male,0,10:3,13
Western,Pre,2024-08-05,Conventional,2,3,Honey,31,Both,1,10:3,13
Western,Pre,2024-08-05,Conventional,2,3,Honey,17,Both,0,10:3,13
Western,Pre,2024-08-05,Conventional,3,3,Sweat,22,Male,0,15:1,16
Western,Pre,2024-08-05,Conventional,3,3,Honey,5,Male,0,15:1,16
Western,Pre,2024-08-05,Conventional,3,3,Honey,13,Male,0,15:1,16
Western,Pre,2024-08-05,Conventional,3,3,Honey,49,Both,1,15:1,16
Western,Pre,2024-08-05,Conventional,3,3,Honey,17,Male,0,15:1,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,11,Female,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Sweat,10,Female,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,33,Both,1,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,17,Female,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,23,Male,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,9,Female,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,6,Male,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Sweat,6,Male,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,11,Both,1,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Longhorn,3,Both,1,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Green Metallic Sweat,42,Male,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,3,Male,0,9:7,16
Western,Pre,2024-08-05,Conventional,4,3,Honey,25,Both,1,9:7,16
Western,Pre,2024-08-05,Conventional,4,4,Striped Sweat,66,Male,0,11:3,14
Western,Pre,2024-08-05,Conventional,4,4,Sweat,11,Female,0,11:3,14
Western,Pre,2024-08-05,Conventional,4,4,Honey,49,Male,0,11:3,14
Western,Pre,2024-08-05,Conventional,3,4,Honey,1,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Sweat,23,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Honey,7,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Honey,4,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Sweat,9,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Sweat,40,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,3,4,Honey,14,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,2,4,Honey,37,Both,1,9:2,11
Western,Pre,2024-08-05,Conventional,2,4,Honey,28,Both,1,9:2,11
Western,Pre,2024-08-05,Conventional,2,4,Honey,3,Female,0,9:2,11
Western,Pre,2024-08-05,Conventional,2,4,Green Metallic Sweat,12,Male,0,9:2,11
Western,Pre,2024-08-05,Conventional,2,4,Honey,12,Both,0,9:2,11
Western,Pre,2024-08-05,Conventional,1,4,Sweat,12,Male,0,4:1,5
Western,Pre,2024-08-05,Conventional,1,4,Green Metallic Sweat,139,Male,0,4:1,5
Western,Pre,2024-08-05,Conventional,1,4,Honey,1,Male,0,4:1,5
Western,Pre,2024-08-05,Conventional,4,1,Squash,13.79,Male,0,4:1,20
Western,Pre,2024-08-05,Conventional,4,1,Honey,27.23,Both,1,4:1,20
Western,Pre,2024-08-05,Conventional,4,1,Honey,16.99,Both,1,4:1,20
Western,Pre,2024-08-05,Conventional,4,1,Honey,21.11,Male,0,4:1,20
Western,Pre,2024-08-05,Conventional,4,1,Honey,3.81,Male,0,4:1,20
Western,Pre,2024-08-05,Conventional,4,1,Honey,9.73,Male,0,4:1,20
Western,Pre,2024-08-05,Conventional,4,2,Honey,30.96,Both,1,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,24.2,Both,1,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,15.12,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,8.91,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,52.71,Both,1,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Squash,8.63,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Squash,22.68,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,17.8,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,4.58,Male,0,3:1,24
Western,Pre,2024-08-05,Conventional,4,2,Honey,16.71,Both,1,3:1,24
Western,Pre,2024-08-05,Conventional,3,1,Honey,42.75,Both,1,3:1,20
Western,Pre,2024-08-05,Conventional,3,1,Honey,8.5,Male,0,3:1,20
Western,Pre,2024-08-05,Conventional,3,1,Honey,22.48,Male,0,3:1,20
Western,Pre,2024-08-05,Conventional,3,1,Squash,8.27,Male,0,3:1,20
Western,Pre,2024-08-05,Conventional,2,1,Honey,15.73,Male,0,6:1,21
Western,Pre,2024-08-05,Conventional,2,1,Honey,8.12,Male,0,6:1,21
Western,Pre,2024-08-05,Conventional,2,1,Squash,7.25,Male,0,6:1,21
Western,Pre,2024-08-05,Conventional,2,1,Squash,3.73,Male,0,6:1,21
Western,Pre,2024-08-05,Conventional,2,1,Honey,53,Both,1,6:1,21
Western,Pre,2024-08-05,Conventional,2,1,Honey,8.34,Male,0,6:1,21
Western,Pre,2024-08-05,Conventional,1,1,Squash,9.11,Male,0,4:1,5
Western,Pre,2024-08-05,Conventional,1,1,Longhorn,6.73,Male,0,4:1,5
Western,Pre,2024-08-05,Conventional,3,2,Honey,34.51,Both,1,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,4.46,Male,0,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,5.48,Male,0,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,16.84,Male,0,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,40.13,Both,1,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Squash,15.95,Male,0,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,26.23,Both,1,15:8,23
Western,Pre,2024-08-05,Conventional,3,2,Honey,18.76,Both,1,15:8,23
Western,Pre,2024-08-12,IPPM,1,1,Honey,32.15,Both,1,13:4,17
Western,Pre,2024-08-12,IPPM,1,1,Honey,11.92,Male,0,13:4,17
Western,Pre,2024-08-12,IPPM,1,1,Longhorn,9.13,Male,0,13:4,17
Western,Pre,2024-08-12,IPPM,1,1,Honey,10.68,Both,1,13:4,17
Western,Pre,2024-08-12,IPPM,2,1,Honey,42.18,Both,1,3:2,20
Western,Pre,2024-08-12,IPPM,2,1,Honey,17.52,Male,0,3:2,20
Western,Pre,2024-08-12,IPPM,2,1,Squash,11.63,Male,0,3:2,20
Western,Pre,2024-08-12,IPPM,2,1,Longhorn,7.09,Male,0,3:2,20
Western,Pre,2024-08-12,IPPM,3,1,Honey,35.31,Both,1,17:4,21
Western,Pre,2024-08-12,IPPM,3,1,Honey,8.72,Male,0,17:4,21
Western,Pre,2024-08-12,IPPM,3,1,Longhorn,15.13,Both,0,17:4,21
Western,Pre,2024-08-12,IPPM,3,1,Honey,17.68,Both,1,17:4,21
Western,Pre,2024-08-12,IPPM,3,1,Bumble,12.96,Male,0,17:4,21
Western,Pre,2024-08-12,IPPM,4,1,Honey,36.42,Both,1,10:3,26
Western,Pre,2024-08-12,IPPM,4,1,Honey,28.19,Both,1,10:3,26
Western,Pre,2024-08-12,IPPM,4,1,Longhorn,15.92,Male,0,10:3,26
Western,Pre,2024-08-12,IPPM,4,1,Longhorn,20.08,Both,1,10:3,26
Western,Pre,2024-08-12,IPPM,4,1,Honey,10.5,Female,0,10:3,26
Western,Pre,2024-08-12,IPPM,4,1,Squash,21.23,Male,0,10:3,26
Western,Pre,2024-08-12,IPPM,1,2,Longhorn,34.04,Male,0,NA,NA
Western,Pre,2024-08-12,IPPM,2,2,Honey,5.32,Male,0,NA,6
Western,Pre,2024-08-12,IPPM,3,2,Longhorn,20.6,Both,1,3:1,NA
Western,Pre,2024-08-12,IPPM,3,2,Honey,5.32,Female,0,3:1,NA
Western,Pre,2024-08-12,IPPM,3,2,Honey,11.12,Male,0,3:1,NA
Western,Pre,2024-08-12,IPPM,4,2,Longhorn,10.16,Male,0,15:2,17
Western,Pre,2024-08-12,IPPM,4,2,Honey,23.48,Both,1,15:2,17
Western,Pre,2024-08-12,IPPM,4,2,Longhorn,8.06,Female,0,15:2,17
Western,Pre,2024-08-12,IPPM,4,3,Honey,6.32,Male,0,7:1,16
Western,Pre,2024-08-12,IPPM,4,3,Bumble,15.63,Female,0,7:1,16
Western,Pre,2024-08-12,IPPM,4,3,Honey,32.08,Both,1,7:1,16
Western,Pre,2024-08-12,IPPM,4,3,Longhorn,16.05,Male,0,7:1,16
Western,Pre,2024-08-12,IPPM,3,3,Longhorn,22.06,Both,0,7:2,18
Western,Pre,2024-08-12,IPPM,3,3,Honey,12.15,Male,0,7:2,18
Western,Pre,2024-08-12,IPPM,3,3,Honey,48.32,Both,1,7:2,18
Western,Pre,2024-08-12,IPPM,3,3,Striped Sweat,28.04,Male,0,7:2,18
Western,Pre,2024-08-12,IPPM,2,3,Bumble,6.15,Male,0,4:1,NA
Western,Pre,2024-08-12,IPPM,2,3,Honey,14.07,Both,1,4:1,NA
Western,Pre,2024-08-12,IPPM,1,3,Longhorn,18.16,Both,1,7:1,14
Western,Pre,2024-08-12,IPPM,1,3,Honey,11.23,Male,0,7:1,14
Western,Pre,2024-08-12,IPPM,4,4,Honey,26.22,Both,1,16:5,21
Western,Pre,2024-08-12,IPPM,4,4,Longhorn,13.11,Male,0,16:5,21
Western,Pre,2024-08-12,IPPM,4,4,Honey,9.98,Female,0,16:5,21
Western,Pre,2024-08-12,IPPM,4,4,Honey,12.72,Male,0,16:5,21
Western,Pre,2024-08-12,IPPM,4,4,Longhorn,5.32,Male,0,16:5,21
Western,Pre,2024-08-12,IPPM,3,4,Striped Sweat,12.02,Male,0,21:5,26
Western,Pre,2024-08-12,IPPM,3,4,Bumble,22.56,Both,1,21:5,26
Western,Pre,2024-08-12,IPPM,3,4,Honey,6.03,Female,0,21:5,26
Western,Pre,2024-08-12,IPPM,3,4,Honey,38.11,Both,1,21:5,26
Western,Pre,2024-08-12,IPPM,3,4,Honey,7.32,Male,0,21:5,26
Western,Pre,2024-08-12,IPPM,2,4,Honey,23.22,Both,1,11:2,22
Western,Pre,2024-08-12,IPPM,2,4,Honey,34.08,Both,1,11:2,22
Western,Pre,2024-08-12,IPPM,2,4,Honey,6.24,Male,0,11:2,22
Western,Pre,2024-08-12,IPPM,2,4,Honey,15.12,Male,0,11:2,22
Western,Pre,2024-08-12,IPPM,1,4,Honey,8.73,Male,0,11:3,14
Western,Pre,2024-08-12,IPPM,1,4,Longhorn,32.18,Both,1,11:3,14
Western,Pre,2024-08-12,IPPM,1,4,Bumble,12.06,Male,0,11:3,14
Western,Pre,2024-08-12,Conventional,1,1,Honey,18.93,Female,0,5:3,8
Western,Pre,2024-08-12,Conventional,1,1,Honey,7.05,Male,0,5:3,8
Western,Pre,2024-08-12,Conventional,1,1,Honey,31.82,Both,1,5:3,8
Western,Pre,2024-08-12,Conventional,2,1,Honey,6.03,Male,0,3:1,24
Western,Pre,2024-08-12,Conventional,2,1,Squash,18.21,Both,0,3:1,24
Western,Pre,2024-08-12,Conventional,2,1,Squash,33.61,Both,1,3:1,24
Western,Pre,2024-08-12,Conventional,2,1,Honey,42.96,Both,1,3:1,24
Western,Pre,2024-08-12,Conventional,2,1,Honey,10.11,Male,0,3:1,24
Western,Pre,2024-08-12,Conventional,2,1,Squash,9.17,Male,0,3:1,24
Western,Pre,2024-08-12,Conventional,3,1,Honey,23.17,Both,NA,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Honey,17.12,Female,0,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Squash,8.32,Male,0,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Honey,48.53,Both,1,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Longhorn,24.83,Both,1,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Squash,5.8,Male,0,NA,NA
Western,Pre,2024-08-12,Conventional,3,1,Squash,11.1,Female,0,NA,NA
Western,Pre,2024-08-12,Conventional,4,1,Honey,48.21,Both,1,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,36.62,Both,1,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,35.12,Male,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Squash,17.8,Female,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Squash,30.52,Both,1,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,10.11,Male,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Squash,8.09,Male,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,12.2,Female,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,20.17,Both,1,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Squash,12.73,Male,0,13:4,34
Western,Pre,2024-08-12,Conventional,4,1,Honey,5.93,Female,0,13:4,34
Western,Pre,2024-08-12,Conventional,1,2,Honey,17.21,Male,0,3:1,9
Western,Pre,2024-08-12,Conventional,1,2,Squash,11.7,Male,0,3:1,9
Western,Pre,2024-08-12,Conventional,1,2,Honey,21.63,Both,1,3:1,9
Western,Pre,2024-08-12,Conventional,2,2,Honey,5.81,Male,0,NA,NA
Western,Pre,2024-08-12,Conventional,2,2,Honey,33.76,Both,1,NA,NA
Western,Pre,2024-08-12,Conventional,2,2,Squash,21.13,Both,1,NA,NA
Western,Pre,2024-08-12,Conventional,2,2,Squash,10.12,Female,0,NA,NA
Western,Pre,2024-08-12,Conventional,2,2,Honey,8.52,Male,0,NA,NA
Western,Pre,2024-08-12,Conventional,2,2,Honey,16.23,Both,1,NA,NA
Western,Pre,2024-08-12,Conventional,3,2,Squash,23.16,Both,1,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Honey,53.96,Both,1,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Honey,36.12,Both,1,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Bumble,12.33,Male,0,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Squash,17.6,Male,0,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Honey,5.17,Female,0,24:7,33
