Location,Application,Date,Treatment,Zone,Sample,Pollinator_category,Duration_of_visit,Flower_type,Pollination_event ,Flower_ratio_m_to_f,Total_flowers
Western,Pre,2024-08-12,Conventional,3,2,Honey,8.21,Male,0,24:7,33
Western,Pre,2024-08-12,Conventional,3,2,Longhorn,13.11,Both,1,24:7,33
Western,Pre,2024-08-12,Conventional,4,2,Honey,12.63,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Honey,24.18,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Squash,33.8,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Honey,48.12,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Longhorn,15.72,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Squash,17.18,Female,0,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Squash,21.53,Both,0,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Honey,8.32,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,4,2,Squash,10.96,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,1,3,Honey,35.21,Both,1,3:1,9
Western,Pre,2024-08-12,Conventional,1,3,Honey,23.16,Male,0,3:1,9
Western,Pre,2024-08-12,Conventional,1,3,Squash,8.03,Female,0,3:1,9
Western,Pre,2024-08-12,Conventional,1,3,Honey,17.9,Both,1,3:1,9
Western,Pre,2024-08-12,Conventional,2,3,Honey,8.1,Male,0,21:7,26
Western,Pre,2024-08-12,Conventional,2,3,Honey,39.92,Both,1,21:7,26
Western,Pre,2024-08-12,Conventional,2,3,Honey,16.43,Male,0,21:7,26
Western,Pre,2024-08-12,Conventional,2,3,Squash,25.11,Both,1,21:7,26
Western,Pre,2024-08-12,Conventional,2,3,Honey,17.65,Male,0,21:7,26
Western,Pre,2024-08-12,Conventional,2,3,Squash,5.32,Female,0,21:7,26
Western,Pre,2024-08-12,Conventional,3,3,Honey,23.15,Both,1,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Squash,26.74,Both,1,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Honey,6.03,Male,0,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Longhorn,12.18,Male,0,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Squash,24.2,Both,0,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Honey,10.92,Female,0,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Honey,38.6,Both,1,11:4,30
Western,Pre,2024-08-12,Conventional,3,3,Honey,13.53,Male,0,11:4,30
Western,Pre,2024-08-12,Conventional,4,3,Squash,26.13,Both,1,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Honey,8.12,Male,0,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Honey,32.07,Both,1,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Squash,17.8,Male,0,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Honey,30.18,Both,1,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Honey,53.12,Both,1,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Bumble,7.06,Female,0,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Honey,10.11,Male,0,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Squash,33.6,Both,1,21:7,28
Western,Pre,2024-08-12,Conventional,4,3,Squash,7.23,Male,0,21:7,28
Western,Pre,2024-08-12,Conventional,4,4,Honey,36.14,Both,1,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Honey,8.02,Male,0,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Honey,16.12,Male,0,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Longhorn,17.93,Both,0,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Squash,24.2,Both,1,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Squash,27.11,Both,1,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Sweat,42.12,Female,0,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Honey,52.95,Both,1,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Honey,7.63,Male,0,24:7,31
Western,Pre,2024-08-12,Conventional,4,4,Squash,12.55,Male,0,24:7,31
Western,Pre,2024-08-12,Conventional,3,4,Honey,28.16,Both,1,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Squash,7.92,Female,0,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Squash,16.83,Male,0,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Honey,33.71,Both,1,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Honey,12.08,Male,0,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Honey,43.09,Both,1,3:1,32
Western,Pre,2024-08-12,Conventional,3,4,Squash,15.14,Both,0,3:1,32
Western,Pre,2024-08-12,Conventional,2,4,Honey,22.12,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Honey,15.93,Both,0,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Honey,6.09,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Squash,18.62,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Honey,33.21,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Squash,9.08,Female,0,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Honey,48.12,Both,1,5:2,26
Western,Pre,2024-08-12,Conventional,2,4,Bumble,5.36,Male,0,5:2,26
Western,Pre,2024-08-12,Conventional,1,4,Honey,23.52,Both,1,5:2,7
Western,Pre,2024-08-12,Conventional,1,4,Honey,8.17,Male,0,5:2,7
Western,Pre,2024-08-12,Conventional,1,4,Squash,16.33,Both,0,5:2,7
Western,Post,2024-08-01,Conventional,1,1,Honey,8,Male,0,7:3,16
Western,Post,2024-08-01,Conventional,1,2,Honey,15,Male,0,7:2,9
Western,Post,2024-08-01,Conventional,1,2,Sweat,4,Male,0,7:2,9
Western,Post,2024-08-01,Conventional,1,2,Honey,38,Male,0,7:2,9
Western,Post,2024-08-01,Conventional,2,1,Honey,6,Male,0,15:1,16
Western,Post,2024-08-01,Conventional,2,1,Honey,1,Male,0,15:1,16
Western,Post,2024-08-01,Conventional,2,1,Honey,16,Male,0,15:1,16
Western,Post,2024-08-01,Conventional,2,1,Honey,2,Male,0,15:1,16
Western,Post,2024-08-01,Conventional,2,1,Honey,32,Male,0,15:1,16
Western,Post,2024-08-01,Conventional,3,1,Honey,37,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,3,1,Honey,3,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,3,1,Honey,15,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,3,1,Honey,50,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,3,1,Sweat,15,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,3,1,Honey,3,Male,0,10:1,22
Western,Post,2024-08-01,Conventional,4,1,Honey,20,Male,0,8:1,18
Western,Post,2024-08-01,Conventional,4,1,Honey,43,Both,1,8:1,18
Western,Post,2024-08-01,Conventional,4,1,Honey,35,Male,0,8:1,18
Western,Post,2024-08-01,Conventional,4,1,Honey,5,Male,0,8:1,18
Western,Post,2024-08-01,Conventional,4,2,Honey,105,Male,0,5:1,18
Western,Post,2024-08-01,Conventional,3,2,Honey,45,Both,1,17:4,21
Western,Post,2024-08-01,Conventional,3,2,Honey,25,Male,0,17:4,21
Western,Post,2024-08-01,Conventional,3,2,Striped Sweat,20,Both,1,17:4,21
Western,Post,2024-08-01,Conventional,3,2,Honey,121,Both,1,17:4,21
Western,Post,2024-08-01,Conventional,3,2,Honey,10,Both,1,17:4,21
Western,Post,2024-08-01,Conventional,2,2,Squash,12,Both,1,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Sweat,61,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Honey,81,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Honey,21,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Honey,61,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Honey,5,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,2,2,Honey,10,Male,0,9:1,20
Western,Post,2024-08-01,Conventional,3,3,Longhorn,11,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,40,Both,1,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,18,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,4,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,17,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,8,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,3,3,Honey,12,Male,0,11:3,42
Western,Post,2024-08-01,Conventional,4,3,Honey,25,Both,0,NA,NA
Western,Post,2024-08-01,Conventional,4,3,Honey,48,Male,0,NA,NA
Western,Post,2024-08-01,Conventional,4,3,Honey,84,Both,1,NA,NA
Western,Post,2024-08-01,Conventional,4,3,Honey,10,Male,0,NA,NA
Western,Post,2024-08-01,Conventional,2,3,Honey,44,Both,1,29:7,36
Western,Post,2024-08-01,Conventional,2,3,Honey,30,Both,1,29:7,36
Western,Post,2024-08-01,Conventional,2,3,Honey,25,Male,0,29:7,36
Western,Post,2024-08-01,Conventional,4,4,Sweat,80,Male,0,55:6,61
Western,Post,2024-08-01,Conventional,4,4,Sweat,70,Male,0,55:6,61
Western,Post,2024-08-01,Conventional,4,4,Honey,18,Female,0,55:6,61
Western,Post,2024-08-01,Conventional,4,4,Honey,27,Male,0,55:6,61
Western,Post,2024-08-01,Conventional,4,4,Honey,8,Both,0,55:6,61
Western,Post,2024-08-01,Conventional,4,4,Honey,18,Male,0,55:6,61
Western,Post,2024-08-01,Conventional,1,3,Honey,17,Both,1,50:9,59
Western,Post,2024-08-01,Conventional,1,3,Honey,15,Both,1,50:9,59
Western,Post,2024-08-01,Conventional,1,3,Striped Sweat,5,Male,0,50:9,59
Western,Post,2024-08-01,Conventional,1,3,Honey,8,Male,0,50:9,59
Western,Post,2024-08-01,Conventional,1,3,Striped Sweat,6,Both,1,50:9,59
Western,Post,2024-08-01,Conventional,1,3,Honey,9,Male,0,50:9,59
Western,Post,2024-08-01,Conventional,3,4,Honey,9,Both,0,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,4,Male,0,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,9,Male,0,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,16,Both,1,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,15,Male,0,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,15,Both,1,43:7,50
Western,Post,2024-08-01,Conventional,3,4,Honey,11,Both,0,43:7,50
Western,Post,2024-08-01,Conventional,1,4,Honey,15,Both,0,22:3,25
Western,Post,2024-08-01,Conventional,1,4,Honey,36,Both,1,22:3,25
Western,Post,2024-08-01,Conventional,1,4,Honey,6,Male,0,22:3,25
Western,Post,2024-08-01,Conventional,1,4,Sweat,25,Male,0,22:3,25
Western,Post,2024-08-01,Conventional,1,4,Honey,22,Both,0,22:3,25
Western,Post,2024-08-01,Conventional,2,4,Honey,44,Male,0,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,27,Both,1,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,3,Male,0,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,23,Male,0,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,9,Male,0,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,13,Male,0,35:2,37
Western,Post,2024-08-01,Conventional,2,4,Honey,8,Male,0,35:2,37
Western,Post,2024-08-01,IPPM,2,1,Longhorn,17,Both,1,29:9,38
Western,Post,2024-08-01,IPPM,2,1,Bumble,19,Both,1,29:9,38
Western,Post,2024-08-01,IPPM,3,1,Honey,44,Both,1,37:8,45
Western,Post,2024-08-01,IPPM,3,1,Longhorn,32,Both,1,37:8,45
Western,Post,2024-08-01,IPPM,3,1,Honey,2,Male,0,37:8,45
Western,Post,2024-08-01,IPPM,4,1,Honey,18,Male,0,6:1,35
Western,Post,2024-08-01,IPPM,4,1,Sweat,3,Male,0,6:1,35
Western,Post,2024-08-01,IPPM,4,1,Honey,33,Both,1,6:1,35
Western,Post,2024-08-01,IPPM,4,1,Honey,10,Male,0,6:1,35
Western,Post,2024-08-01,IPPM,3,2,Sweat,10,Male,0,38:5,43
Western,Post,2024-08-01,IPPM,3,2,Longhorn,7,Male,0,38:5,43
Western,Post,2024-08-01,IPPM,3,2,Honey,21,Male,0,38:5,43
Western,Post,2024-08-01,IPPM,3,2,Longhorn,3,Male,0,38:5,43
Western,Post,2024-08-01,IPPM,3,2,Honey,31,Male,0,38:5,43
Western,Post,2024-08-01,IPPM,4,2,Longhorn,6,Male,0,27:5,32
Western,Post,2024-08-01,IPPM,4,2,Honey,90,Both,1,27:5,32
Western,Post,2024-08-01,IPPM,4,2,Bumble,4,Female,0,27:5,32
Western,Post,2024-08-01,IPPM,4,3,Striped Sweat,43,Male,0,6:1,21
Western,Post,2024-08-01,IPPM,4,3,Sweat,13,Female,0,6:1,21
Western,Post,2024-08-01,IPPM,4,3,Longhorn,28,Male,0,6:1,21
Western,Post,2024-08-01,IPPM,4,3,Longhorn,6,Male,0,6:1,21
Western,Post,2024-08-01,IPPM,4,3,Longhorn,1,Male,0,6:1,21
Western,Post,2024-08-01,IPPM,1,1,Sweat,3,Male,0,9:2,11
Western,Post,2024-08-01,IPPM,2,2,Sweat,100,Male,0,4:1,15
Western,Post,2024-08-01,IPPM,3,3,Sweat,2,Male,0,5:3,16
Western,Post,2024-08-01,IPPM,4,4,Longhorn,1,Male,0,11:4,15
Western,Post,2024-08-01,IPPM,4,4,Longhorn,4,Male,0,11:4,15
Western,Post,2024-08-01,IPPM,4,4,Longhorn,6,Male,0,11:4,15
Western,Post,2024-08-01,IPPM,4,4,Sweat,4,Female,0,11:4,15
Western,Post,2024-08-01,IPPM,4,4,Striped Sweat,17,Male,0,11:4,15
Western,Post,2024-08-01,IPPM,3,4,Honey,40,Both,1,13:1,14
Western,Post,2024-08-01,IPPM,2,3,Bumble,240,Male,0,8:1,18
Western,Post,2024-08-01,IPPM,2,3,Longhorn,1,Male,0,8:1,18
Western,Post,2024-08-01,IPPM,1,2,Longhorn,26,Both,1,5:2,14
Western,Post,2024-08-01,IPPM,1,3,Sweat,17,Male,0,25:1,26
Western,Post,2024-08-01,IPPM,1,3,Longhorn,10,Male,0,25:1,26
Western,Post,2024-08-01,IPPM,2,4,Longhorn,5,Male,0,7:2,36
Western,Post,2024-08-01,IPPM,2,4,Longhorn,4,Male,0,7:2,36
Western,Post,2024-08-01,IPPM,2,4,Honey,10,Both,0,7:2,36
Western,Post,2024-08-01,IPPM,2,4,Honey,15,Both,1,7:2,36
Western,Post,2024-08-06,IPPM,1,1,Green Metallic Sweat,8,Female,0,10:1,11
Western,Post,2024-08-06,IPPM,1,1,Longhorn,14,Male,0,10:1,11
Western,Post,2024-08-06,IPPM,2,1,Longhorn,2,Male,0,7:2,18
Western,Post,2024-08-06,IPPM,2,1,Longhorn,29.36,Both,1,7:2,18
Western,Post,2024-08-06,IPPM,3,1,Longhorn,4.86,Male,0,15:4,19
Western,Post,2024-08-06,IPPM,3,1,Striped Sweat,31.68,Male,0,15:4,19
Western,Post,2024-08-06,IPPM,4,1,Striped Sweat,3.62,Female,0,18:5,23
Western,Post,2024-08-06,IPPM,3,2,Longhorn,6.75,Male,0,5:2,21
Western,Post,2024-08-06,IPPM,3,2,Longhorn,5.49,Male,0,5:2,21
Western,Post,2024-08-06,IPPM,2,2,Honey,19.94,Both,1,3:1,16
Western,Post,2024-08-06,IPPM,1,2,Bumble,3.6,Male,0,4:1,5
Western,Post,2024-08-06,IPPM,2,3,Sweat,16,Male,0,7:2,18
Western,Post,2024-08-06,IPPM,2,3,Green Metallic Sweat,3,Male,0,7:2,18
Western,Post,2024-08-06,IPPM,2,3,Squash,3,Male,0,7:2,18
Western,Post,2024-08-06,IPPM,2,3,Sweat,3,Male,0,7:2,18
Western,Post,2024-08-06,IPPM,2,3,Longhorn,7,Both,0,7:2,18
Western,Post,2024-08-06,IPPM,3,3,Sweat,6,Male,0,18:5,23
Western,Post,2024-08-06,IPPM,3,3,Sweat,5,Male,0,18:5,23
Western,Post,2024-08-06,IPPM,3,3,Sweat,16,Male,0,18:5,23
Western,Post,2024-08-06,IPPM,3,3,Sweat,43,Male,0,18:5,23
Western,Post,2024-08-06,IPPM,3,3,Longhorn,1,Male,0,18:5,23
Western,Post,2024-08-06,IPPM,4,2,Squash,7,Male,0,15:2,17
Western,Post,2024-08-06,IPPM,4,2,Sweat,3,Male,0,15:2,17
Western,Post,2024-08-06,IPPM,4,2,Sweat,1,Male,0,15:2,17
Western,Post,2024-08-06,IPPM,4,3,Sweat,10,Male,0,14:3,17
Western,Post,2024-08-06,IPPM,4,3,Sweat,11,Male,0,14:3,17
Western,Post,2024-08-06,IPPM,3,4,Honey,9,Male,0,9:2,22
Western,Post,2024-08-06,IPPM,3,4,Squash,4,Female,0,9:2,22
Western,Post,2024-08-06,IPPM,3,4,Honey,35,Both,1,9:2,22
Western,Post,2024-08-06,IPPM,1,3,Sweat,6,Male,0,12:1,13
Western,Post,2024-08-06,Conventional,1,1,Honey,13.72,Both,1,11:4,15
Western,Post,2024-08-06,Conventional,1,1,Honey,15.23,Both,1,11:4,15
Western,Post,2024-08-06,Conventional,1,1,Honey,95.97,Both,1,11:4,15
Western,Post,2024-08-06,Conventional,1,1,Honey,17.26,Male,0,11:4,15
Western,Post,2024-08-06,Conventional,2,1,Honey,13.32,Male,0,5:3,16
Western,Post,2024-08-06,Conventional,2,1,Honey,26.17,Both,1,5:3,16
Western,Post,2024-08-06,Conventional,2,1,Honey,6.25,Male,0,5:3,16
Western,Post,2024-08-06,Conventional,2,1,Honey,7.07,Female,0,5:3,16
Western,Post,2024-08-06,Conventional,2,1,Honey,14.31,Male,0,5:3,16
Western,Post,2024-08-06,Conventional,2,1,Honey,40.7,Both,1,5:3,16
Western,Post,2024-08-06,Conventional,3,1,Honey,26.97,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Bumble,6.72,Male,0,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,12.5,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,38.19,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,50.69,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,22.16,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Striped Sweat,10.9,Male,0,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,16.81,Both,0,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,30.12,Both,1,7:3,32
Western,Post,2024-08-06,Conventional,3,1,Honey,12.4,Male,0,7:3,32
Western,Post,2024-08-06,Conventional,4,1,Striped Sweat,3,Male,0,15:8,23
Western,Post,2024-08-06,Conventional,4,1,Honey,66.1,Both,1,15:8,23
Western,Post,2024-08-06,Conventional,4,1,Honey,90.76,Both,1,15:8,23
Western,Post,2024-08-06,Conventional,4,1,Honey,24.82,Both,1,15:8,23
Western,Post,2024-08-06,Conventional,4,1,Bumble,8.49,Male,0,15:8,23
Western,Post,2024-08-06,Conventional,4,1,Honey,46.8,Both,1,15:8,23
Western,Post,2024-08-06,Conventional,4,2,Honey,96,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,34.91,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,14.07,Male,0,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,40.15,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,26.2,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,48.29,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,4,2,Honey,13.17,Male,0,13:7,20
Western,Post,2024-08-06,Conventional,3,2,Honey,32.54,Both,1,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,42.23,Both,1,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,17.6,Male,0,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,33.09,Both,1,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,13.91,Male,0,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,23.91,Both,1,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,17.35,Both,1,20:9,29
Western,Post,2024-08-06,Conventional,3,2,Honey,8.95,Female,0,20:9,29
Western,Post,2024-08-06,Conventional,2,2,Honey,6.99,Male,0,13:7,20
Western,Post,2024-08-06,Conventional,2,2,Honey,35.35,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,2,2,Honey,44.96,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,2,2,Honey,13.19,Female,0,13:7,20
Western,Post,2024-08-06,Conventional,2,2,Honey,31.3,Both,1,13:7,20
Western,Post,2024-08-06,Conventional,1,2,Honey,3.96,Male,0,3:1,8
Western,Post,2024-08-06,Conventional,1,2,Honey,39.85,Both,1,3:1,8
Western,Post,2024-08-06,Conventional,1,2,Honey,21.11,Both,1,3:1,8
Western,Post,2024-08-06,Conventional,1,2,Honey,3.89,Male,0,3:1,8
Western,Post,2024-08-06,Conventional,1,2,Honey,38.7,Both,1,3:1,8
Western,Post,2024-08-06,Conventional,1,2,Honey,61.34,Both,1,3:1,8
Western,Post,2024-08-06,Conventional,2,3,Sweat,3,Male,0,17:2,19
Western,Post,2024-08-06,Conventional,3,3,Honey,20,Male,0,15:2,17
Western,Post,2024-08-06,Conventional,3,3,Honey,7,Male,0,15:2,17
Western,Post,2024-08-06,Conventional,4,3,Honey,28,Both,1,15:4,19
Western,Post,2024-08-06,Conventional,4,3,Honey,44,Male,0,15:4,19
Western,Post,2024-08-06,Conventional,4,3,Sweat,11,Female,0,15:4,19
Western,Post,2024-08-06,Conventional,4,3,Honey,31,Both,1,15:4,19
Western,Post,2024-08-06,Conventional,4,4,Honey,16,Female,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,25,Both,1,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,11,Both,1,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,6,Both,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,10,Male,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Longhorn,17,Male,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,3,Male,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Honey,4,Male,0,2:1,24
Western,Post,2024-08-06,Conventional,4,4,Longhorn,10,Male,0,2:1,24
Western,Post,2024-08-06,Conventional,3,4,Honey,50,Both,1,19:7,26
Western,Post,2024-08-06,Conventional,3,4,Honey,30,Both,0,19:7,26
Western,Post,2024-08-06,Conventional,3,4,Honey,12,Both,1,19:7,26
Western,Post,2024-08-06,Conventional,3,4,Sweat,50,Both,1,19:7,26
Western,Post,2024-08-06,Conventional,3,4,Sweat,5,Male,0,19:7,26
Western,Post,2024-08-06,Conventional,2,4,Honey,8,Male,0,15:4,19
Western,Post,2024-08-06,Conventional,2,4,Sweat,33,Male,0,15:4,19
Western,Post,2024-08-06,Conventional,1,3,Sweat,18,Male,0,13:3,16
